symbole,ticker_name,date,cloture,volume,daily_return,volume_zscore,return_zscore,volume_anomaly,price_anomaly,combined_anomaly,status,matched_headline,matched_news_date,gap_days,category
CIL,CIL,2021-11-23,18.0,5,0.0588235294117647,-1.0410530214771538,5.58764280942034,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2022-03-18,20.72,669,0.0625641025641026,0.534182471208451,3.4193981646240026,False,True,False,EXPLAINED,La CIL améliore de 22% son bénéfice net en 2021 à plus de 15 millions de dinars,2022-03-14,-4.0,earnings_results
CIL,CIL,2022-04-21,18.0,75,-0.0954773869346733,-0.3361691668446263,-5.5534633644684455,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2023-03-24,25.61,1678,0.191717077710563,1.094799203873942,7.422527625556716,False,True,False,EXPLAINED,La CIL émet un emprunt obligataire de 20 millions de dinars,2023-03-23,-1.0,other_news
CIL,CIL,2023-05-16,19.0,120,-0.2830188679245283,0.0232348039732942,-7.78925712022305,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2024-04-26,20.98,34,-0.063392857142857,-0.8994563588990464,-3.02754910509414,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2024-07-24,21.11,34,-0.0575892857142856,-1.1610772124556126,-3.1107114986058813,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2024-08-07,22.0,268,0.0716025328787139,0.3051817177860524,3.4171633757765383,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2024-11-05,24.02,1839,0.0918181818181818,1.8616672773579608,3.832499053381013,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2025-01-17,25.0,64940,0.0,3.247747323074329,-0.1169432703218358,True,False,False,UNEXPLAINED,,,,
CIL,CIL,2025-04-28,24.5,596,-0.0754716981132075,-0.8709402379492169,-4.527100696917538,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2025-07-31,25.5,4430,-0.0431519699812382,3.2149071022794438,-1.906985379400954,True,False,False,UNEXPLAINED,,,,
CIL,CIL,2025-11-14,27.11,60332,0.0037023324694556,5.951964848559595,0.2632466296151841,True,False,False,UNEXPLAINED,,,,
CIL,CIL,2025-12-23,27.15,10958,-0.0007361059992639,3.5665531724861177,-0.1514117398262643,True,False,False,UNEXPLAINED,,,,
CIL,CIL,2026-01-08,29.79,1169,0.0347342827370615,1.1565617051824575,3.330985697024298,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2026-01-15,29.99,11558,0.0341379310344827,2.525360053047911,3.2281763850358494,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2026-01-23,31.51,8451,0.0406208718626155,1.5970940810053036,3.358635456767275,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2026-02-10,34.19,995,0.0487730061349691,0.0853201417700761,3.7613020960511534,False,True,False,UNEXPLAINED,,,,
CIL,CIL,2026-04-20,35.9,2479,0.0577489687684149,-0.378945767204624,3.6144646547130086,False,True,False,EXPLAINED,CIL : Un profil défensif adossé à un rendement attractif,2026-04-20,0.0,other_news
CIL,CIL,2026-04-22,32.9,6809,-0.0835654596100278,0.7045468266347504,-5.275442056643872,False,True,False,EXPLAINED,CIL : Un profil défensif adossé à un rendement attractif,2026-04-20,-2.0,other_news
CITY,CITY CARS,2021-09-02,10.9,1290,-0.0521739130434781,0.4210950491945178,-3.07552199582931,False,True,False,EXPLAINED,City Cars lance son nouveau véhicule utilitaire la nouvelle camionnette K2500,2021-09-01,-1.0,other_news
CITY,CITY CARS,2022-03-16,12.9,2119,0.048780487804878,0.5995441088747391,4.29226860760601,False,True,False,EXPLAINED,City Cars : La roue tourne dans le bon sens,2022-03-14,-2.0,other_news
CITY,CITY CARS,2022-03-22,12.0,6402,-0.0392313851080864,1.0701062300133353,-3.031779703881105,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2022-05-04,12.35,9806,0.0546541417591801,1.4664911647589494,3.236218832319945,False,True,False,EXPLAINED,City Cars améliore de 58% son bénéfice net en 2021 à 33 millions de dinars,2022-04-30,-4.0,earnings_results
CITY,CITY CARS,2022-06-28,12.8,2183,0.0364372469635627,0.5508428559123004,3.1061512154919035,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2022-07-20,10.49,4761,-0.1034188034188033,0.916369868136983,-8.634467214705262,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2022-08-12,10.8,442,0.0588235294117649,-0.256626148521153,3.4658132863125863,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2022-08-15,11.44,42,0.0592592592592591,-1.4998455365075818,3.13578593160837,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2022-12-01,10.2,6856,-0.0368271954674221,1.252756508492491,-3.6286373335796416,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2022-12-02,10.5,11,0.0294117647058824,-1.465430803386459,3.061203552908857,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2023-04-03,12.0,9,0.0434782608695651,-1.5609015510164448,4.469380317256066,False,True,False,UNEXPLAINED,,,,
CITY,CITY CARS,2023-04-11,11.35,600,-0.046218487394958,0.2620282017646577,-4.298703801644225,False,True,False,UNEXPLAINED,,,,
