symbole,ticker_name,date,cloture,volume,daily_return,volume_zscore,return_zscore,volume_anomaly,price_anomaly,combined_anomaly
MPBS,MPBS,2024-04-22,2.46,34422,0.05806451612903207,1.3922151367713067,3.313282407766032,False,True,False
MPBS,MPBS,2024-04-23,2.605,19148,0.05894308943089421,1.1392465548210495,3.1115177045754,False,True,False
MPBS,MPBS,2024-04-30,2.525,688,-0.06307977736549164,-0.24597285738234212,-3.298267416713394,False,True,False
MPBS,MPBS,2024-10-22,4.85,63346,0.05434782608695654,1.9844002661606739,3.007807620122451,False,True,False
MPBS,MPBS,2024-10-28,5.565,37782,0.06000000000000005,1.6258620426211492,3.0103243173455447,False,True,False
MPBS,MPBS,2025-02-10,5.13,5910,-0.04911955514365152,0.4599161656232158,-3.8135255560019607,False,True,False
MPBS,MPBS,2025-02-13,5.29,223478,0.05905905905905895,2.6277477508531417,4.538382600374563,False,True,False
MPBS,MPBS,2025-02-14,5.605,19994,0.05954631379962194,1.0640767053827538,3.893379403306453,False,True,False
MPBS,MPBS,2025-03-18,5.5,1284224,-0.0036231884057970065,3.6301120844582093,-0.14317449926965947,True,False,False
MPBS,MPBS,2025-04-29,6.185,7560,0.05998286203941716,0.2554923213075151,3.3524528860427836,False,True,False
MPBS,MPBS,2025-04-30,6.555,10782,0.059822150363783466,0.4587789346276194,3.027876807004859,False,True,False
MPBS,MPBS,2025-07-15,7.42,6295,0.06075768406004278,0.36899078441962135,3.1742861276605683,False,True,False
MPBS,MPBS,2025-07-28,7.97,1633,-0.0839080459770114,-0.3380904129610557,-3.7186705402651006,False,True,False
MPBS,MPBS,2025-12-25,8.7,17340,0.05454545454545445,1.3858850036312247,5.037941889896415,False,True,False
MPBS,MPBS,2026-01-05,8.27,17250,-0.05915813424345839,1.2442196898461273,-4.530751518004954,False,True,False
MPBS,MPBS,2026-01-21,8.21,28495,0.048531289910600295,1.7602572482487042,3.15997474286288,False,True,False
MPBS,MPBS,2026-04-29,8.84,2044,-0.03913043478260869,-0.649790554845718,-3.14360063235916,False,True,False
MPBS,MPBS,2026-05-14,8.82,30502,-0.046486486486486456,1.6757064918634874,-3.6215551198566573,False,True,False
MPBS,MPBS,2026-05-26,10.0,20681,0.07181136120042875,1.2080873116324005,4.460777651638955,False,True,False
NAKL,ENNAKL AUTOMOBILES,2021-07-29,11.1,4259,-0.0431034482758621,2.2339948374818213,-3.2897146912943835,False,True,False
NAKL,ENNAKL AUTOMOBILES,2022-04-19,10.5,475,-0.045454545454545414,0.5038564098614353,-3.0745500645506083,False,True,False
NAKL,ENNAKL AUTOMOBILES,2022-05-05,11.0,103,0.04761904761904767,-0.7767450723913313,3.534330167822412,False,True,False
NAKL,ENNAKL AUTOMOBILES,2022-05-11,11.49,345,0.044545454545454666,0.15306421079190602,3.754692216694972,False,True,False
NAKL,ENNAKL AUTOMOBILES,2022-08-19,10.99,202,-0.04434782608695653,0.25892110966505827,-4.121079907859198,False,True,False
NAKL,ENNAKL AUTOMOBILES,2022-08-24,11.28,72,0.04444444444444429,-0.7458708613081112,3.4483872575766106,False,True,False
NAKL,ENNAKL AUTOMOBILES,2022-10-14,11.72,50566,0.019130434782608674,5.431010687304203,1.4751128121070058,True,False,False
NAKL,ENNAKL AUTOMOBILES,2022-10-24,11.66,10,0.04107142857142865,-2.2566724916403427,3.027072775432699,False,True,False
NAKL,ENNAKL AUTOMOBILES,2023-07-24,11.6,117602,0.01754385964912264,4.328097622458381,1.2750931935646896,True,False,False
NAKL,ENNAKL AUTOMOBILES,2023-07-31,11.0,160,-0.04761904761904767,-0.2504801629468515,-3.6087820231180547,False,True,False
NAKL,ENNAKL AUTOMOBILES,2023-08-01,11.5,200,0.045454545454545414,-0.13134916457246307,3.1174843563641454,False,True,False
NAKL,ENNAKL AUTOMOBILES,2023-08-29,10.95,79,-0.0461672473867597,-0.9302017680374426,-3.234407100284903,False,True,False
NAKL,ENNAKL AUTOMOBILES,2023-08-30,11.48,769,0.04840182648401847,0.7263054999809021,3.166229457838819,False,True,False
NAKL,ENNAKL AUTOMOBILES,2023-12-01,11.1,5700,-0.05932203389830515,2.370212267904635,-3.1364484449968697,False,True,False
NAKL,ENNAKL AUTOMOBILES,2024-05-03,10.17,2019,-0.04953271028037376,0.7595730012343588,-3.804155819414846,False,True,False
NAKL,ENNAKL AUTOMOBILES,2024-07-10,10.4,494,-0.044995408631772316,0.0930521517950331,-3.8596033171836,False,True,False
NAKL,ENNAKL AUTOMOBILES,2024-09-09,11.15,452,0.03432282003710574,0.5123164382980608,3.3724047268264923,False,True,False
NAKL,ENNAKL AUTOMOBILES,2024-11-12,10.55,36,-0.030330882352941235,-0.8707666513148067,-3.1140638794692577,False,True,False
NAKL,ENNAKL AUTOMOBILES,2024-12-30,10.5,269,-0.045454545454545414,0.12853418182491672,-4.549926778533539,False,True,False
NAKL,ENNAKL AUTOMOBILES,2025-03-12,11.35,118016,0.0026501766784452485,4.213117501462199,0.1350558214928774,True,False,False
NAKL,ENNAKL AUTOMOBILES,2025-06-03,11.55,46,-0.07079646017699104,-0.9939478407975433,-5.066985897619325,False,True,False
NAKL,ENNAKL AUTOMOBILES,2025-07-22,13.78,2442,0.06000000000000005,1.2323673039107192,3.008364237270914,False,True,False
NAKL,ENNAKL AUTOMOBILES,2026-02-05,16.43,4263,0.06000000000000005,1.0981285532128249,3.9873851361488573,False,True,False
NAKL,ENNAKL AUTOMOBILES,2026-02-06,17.4,1628,0.059038344491783246,0.6350774755612092,3.6040290037272262,False,True,False
NAKL,ENNAKL AUTOMOBILES,2026-03-16,18.55,3725,0.06000000000000005,0.8985645209406397,3.619110009912734,False,True,False
NAKL,ENNAKL AUTOMOBILES,2026-03-17,19.66,3962,0.05983827493261451,0.9059051990763574,3.213434443391448,False,True,False
NAKL,ENNAKL AUTOMOBILES,2026-05-18,18.9,14540,0.05645612073784223,1.590995273452144,3.519056450917166,False,True,False
NAKL,ENNAKL AUTOMOBILES,2026-05-19,20.03,19438,0.059788359788359946,1.7349728086500433,3.345602504939982,False,True,False
NBL,NEW BODY LINE,2021-08-06,5.24,12884,0.04382470119521931,1.688561440519713,3.907989985027733,False,True,False
NBL,NEW BODY LINE,2021-08-20,5.62,20676,0.04267161410018572,1.6124344383513787,3.029603412333046,False,True,False
NBL,NEW BODY LINE,2021-09-01,5.44,1607,-0.04561403508771922,0.07339837096978863,-3.2999148195481105,False,True,False
NBL,NEW BODY LINE,2021-09-17,5.37,2494,0.05500982318271119,0.4536412122627793,3.1933898516905495,False,True,False
NBL,NEW BODY LINE,2021-10-20,5.17,3191,-0.05828779599271405,0.5255991976972798,-3.0991830190422656,False,True,False
NBL,NEW BODY LINE,2022-05-06,6.2,1732,-0.05343511450381677,0.6245030001937335,-3.6500186552512135,False,True,False
NBL,NEW BODY LINE,2022-09-26,5.11,2489,-0.07594936708860756,-0.18398706429922032,-4.020545112718681,False,True,False
NBL,NEW BODY LINE,2022-10-17,4.9,135730,-0.018036072144288595,3.36442002572915,-1.0127270664545478,True,False,False
NBL,NEW BODY LINE,2022-10-26,4.94,202657,0.010224948875255713,3.2682560338615763,0.6083573570104057,True,False,False
NBL,NEW BODY LINE,2022-11-09,5.0,237,0.06157112526539277,-0.9442700979731553,3.1366221770658846,False,True,False
NBL,NEW BODY LINE,2023-04-14,4.78,562,-0.05905511811023623,0.3857942888927508,-3.2010613577631464,False,True,False
NBL,NEW BODY LINE,2024-04-16,4.72,6414,-0.052208835341365556,1.8072581954395226,-5.192179053888929,False,True,False
NBL,NEW BODY LINE,2024-05-10,4.94,1495,0.0555555555555558,0.7949124653053264,4.6471524447194925,False,True,False
NBL,NEW BODY LINE,2024-12-24,4.81,4965,0.034408602150537426,1.631177597409882,3.551680329387088,False,True,False
NBL,NEW BODY LINE,2025-04-15,5.14,31240,0.05112474437627812,2.0264020230017237,4.342032346604856,False,True,False
NBL,NEW BODY LINE,2025-04-24,4.8,6070,-0.043824701195219085,1.1208362520081807,-3.8198503074928136,False,True,False
NBL,NEW BODY LINE,2025-05-08,4.58,8493,-0.047817047817047764,1.2526672077269412,-3.269109880704934,False,True,False
NBL,NEW BODY LINE,2025-06-11,3.84,6673,-0.16521739130434776,1.1862452898311568,-9.958787134406261,False,True,False
NBL,NEW BODY LINE,2026-04-14,4.15,3678,0.05329949238578702,0.9417400481414552,3.2944306255753846,False,True,False
NBL,NEW BODY LINE,2026-04-28,3.78,10740,-0.11267605633802813,1.4162527193835706,-7.109696784178523,False,True,False
OTH,ONE TECH,2021-08-27,8.466666624333334,120010,0.04269293924466355,2.1125738629335826,4.25244076872671,False,True,False
OTH,ONE TECH,2021-08-30,8.973333288466668,48861,0.0598425196850394,1.5123721361416615,5.876921349599896,False,True,False
OTH,ONE TECH,2022-03-24,8.3,2017378,0.0,4.366787132041156,0.12296805237357869,True,False,False
OTH,ONE TECH,2022-07-12,8.05,32076,0.0592105263157896,2.023373183151092,6.054033523980884,False,True,False
OTH,ONE TECH,2022-11-21,7.2,136887,0.0,3.7729520722949013,0.11893628131593706,True,False,False
OTH,ONE TECH,2023-05-24,7.65,50995,0.03518267929634655,2.5103412500288314,3.5956721228051713,False,True,False
OTH,ONE TECH,2023-05-25,8.1,97014,0.05882352941176472,2.968466619217213,5.519927756226308,False,True,False
OTH,ONE TECH,2024-05-03,8.04,1008297,-0.007407407407407418,4.374612862002796,-0.6629550563770888,True,False,False
OTH,ONE TECH,2024-06-11,8.42,1816142,0.0023809523809523725,4.066123151429297,0.2020255253487374,True,False,False
OTH,ONE TECH,2024-06-12,8.45,1138753,0.0035629453681709222,3.225787883888845,0.3142339163806557,True,False,False
OTH,ONE TECH,2024-06-13,8.76,4289228,0.03668639053254452,3.7493666853965326,3.6145648563943524,True,True,True
OTH,ONE TECH,2024-10-02,9.44,15018924,-0.01564129301355588,5.065859402011116,-1.6148790265169943,True,False,False
OTH,ONE TECH,2024-10-10,9.88,388721,0.036726128016789206,2.0815184574684027,3.6196657811650823,False,True,False
OTH,ONE TECH,2024-10-16,9.51,65612,-0.04422110552763814,0.8858224495534356,-4.55689051163303,False,True,False
OTH,ONE TECH,2025-09-03,9.1,27805,0.04597701149425282,0.941523441057004,4.7583855294554445,False,True,False
OTH,ONE TECH,2025-10-28,8.69,31645,0.0345238095238094,1.1686591434731253,3.318019733320266,False,True,False
OTH,ONE TECH,2026-01-15,8.77,102378,0.045292014302741324,1.350661824641149,3.7470968993436564,False,True,False
OTH,ONE TECH,2026-04-13,10.69,142265,0.05841584158415847,1.1614007139095108,4.072114591167126,False,True,False
PGH,POULINA GROUP HOLDING,2021-09-14,12.25,68184,-0.036949685534591215,2.320654532130341,-3.7639621791733897,False,True,False
PGH,POULINA GROUP HOLDING,2021-11-30,14.36,5762668,0.19766472060050044,3.888701432783598,17.37473519110008,True,True,True
PGH,POULINA GROUP HOLDING,2021-12-01,11.9,1000,-0.17130919220055707,0.21189126524286708,-6.235622604831581,False,True,False
PGH,POULINA GROUP HOLDING,2022-08-01,9.54,3947,0.05999999999999983,1.1430776754995222,3.616159397381607,False,True,False
PGH,POULINA GROUP HOLDING,2022-08-18,10.75,704,0.05392156862745101,0.15561669188630958,3.088586724447046,False,True,False
PGH,POULINA GROUP HOLDING,2022-09-12,9.5,2935,-0.05940594059405935,0.8827319597068146,-3.8729132643322925,False,True,False
PGH,POULINA GROUP HOLDING,2022-09-14,9.79,125,0.058378378378378226,-1.1771266161951597,3.3908322703182856,False,True,False
PGH,POULINA GROUP HOLDING,2023-11-06,6.9,657,0.03915662650602414,-0.22132381985653518,4.1028685953345345,False,True,False
PGH,POULINA GROUP HOLDING,2023-11-09,6.65,2869,-0.036231884057971064,0.4284604741832297,-3.2968565442809217,False,True,False
PGH,POULINA GROUP HOLDING,2023-11-10,6.88,21,0.03458646616541339,-1.7577367811522773,3.0927073430053,False,True,False
PGH,POULINA GROUP HOLDING,2023-11-20,7.21,246,0.03890489913544659,-0.6555912402277847,3.2598546061686022,False,True,False
PGH,POULINA GROUP HOLDING,2024-03-28,7.58,26399,0.05865921787709505,1.1305579316139118,3.9641996338890078,False,True,False
PGH,POULINA GROUP HOLDING,2024-03-29,8.029,41296,0.059234828496042224,1.2857620451576617,3.5489223975342683,False,True,False
PGH,POULINA GROUP HOLDING,2024-12-13,8.89,23314,0.03372093023255829,1.1614395823441537,3.4524708785506744,False,True,False
PGH,POULINA GROUP HOLDING,2025-02-27,8.73,36073,0.034360189573459765,1.2368667674183713,3.2316450792115647,False,True,False
PGH,POULINA GROUP HOLDING,2025-03-10,9.2,18591,0.04545454545454519,1.0445789445243892,4.03801449327378,False,True,False
PGH,POULINA GROUP HOLDING,2025-03-12,9.59,40090,0.04239130434782612,1.5378323746104523,3.2756377993834893,False,True,False
PGH,POULINA GROUP HOLDING,2025-03-14,10.0,439026,0.04493207941483801,3.128357945682396,3.1584446904477863,True,True,True
PGH,POULINA GROUP HOLDING,2025-07-28,14.83,300474,-0.04322580645161289,1.622989508125031,-4.074058852123644,False,True,False
PGH,POULINA GROUP HOLDING,2025-10-21,15.67,69611,0.05949966193373912,1.3089389099448978,6.012335033388856,False,True,False
PGH,POULINA GROUP HOLDING,2026-01-15,20.2,89981,0.05208333333333326,0.7545728021368991,4.750604824548278,False,True,False
PGH,POULINA GROUP HOLDING,2026-02-20,23.79,110999,0.05968819599109132,1.254592397469442,5.5679991281339625,False,True,False
PGH,POULINA GROUP HOLDING,2026-04-28,26.45,8420300,-0.0018867924528301883,5.884592582681766,-0.37908352502253906,True,False,False
PLAST,OFFICE PLAST,2021-09-23,1.74,408,0.08749999999999991,0.336984738608843,4.178451383083925,False,True,False
PLAST,OFFICE PLAST,2021-11-18,1.58,510,0.08219178082191791,0.3772458499708727,3.5704235871702577,False,True,False
PLAST,OFFICE PLAST,2022-07-19,1.35,10352,-0.17682926829268286,1.804467681235425,-8.124173492950444,False,True,False
PLAST,OFFICE PLAST,2023-05-30,1.03,7871,-0.11965811965811957,2.5527843877364984,-3.6712791608813076,False,True,False
PLAST,OFFICE PLAST,2024-04-19,0.99,300,-0.10810810810810823,0.5805497093273008,-3.1523469049900776,False,True,False
PLAST,OFFICE PLAST,2024-10-31,1.0,5,0.11111111111111116,-1.5327290409354404,4.110070453281007,False,True,False
PLAST,OFFICE PLAST,2024-12-30,1.59,10610,0.1276595744680853,1.2010831323351687,3.922332141690463,False,True,False
PLAST,OFFICE PLAST,2025-05-21,1.7,225,0.08280254777070062,-0.5629114338619853,3.29497831536985,False,True,False
PLAST,OFFICE PLAST,2025-12-10,1.61,12017,-0.07471264367816088,2.24679215059906,-3.011164155403864,False,True,False
PLAST,OFFICE PLAST,2025-12-15,1.81,8187,0.09036144578313254,1.941801757627004,3.67938015308264,False,True,False
PLAST,OFFICE PLAST,2026-05-11,1.79,41208,0.059171597633136175,0.9825725892441952,3.0621451197849625,False,True,False
PX1,TUNINDEX,2022-07-28,7700.39,15857974,0.0009007650653931609,6.489558640801233,-0.007953771602272978,True,False,False
PX1,TUNINDEX,2022-08-26,7971.79,13810914,0.0033075284028336593,4.8885384564251195,0.20765061599113857,True,False,False
PX1,TUNINDEX,2023-03-17,8076.18,59189564,-0.0005989342929482167,5.913991417217572,-0.019823168911832712,True,False,False
PX1,TUNINDEX,2023-05-26,8676.9,16696151,0.0010579471211031866,3.2049012974175333,0.006415186141602979,True,False,False
PX1,TUNINDEX,2023-07-20,8992.11,29508422,-0.00011897904856783548,4.2554471236008835,-0.16186575712759388,True,False,False
PX1,TUNINDEX,2023-08-10,8901.74,98653562,0.0003910876957966547,5.452611935364558,-0.05978558956683439,True,False,False
PX1,TUNINDEX,2024-05-03,9120.74,10330461,0.002066594667284871,3.980257715753388,0.09520120368762469,True,False,False
PX1,TUNINDEX,2024-05-16,9123.06,10106855,1.8634445882792505e-05,3.2044224881978027,-0.10040544344247242,True,False,False
PX1,TUNINDEX,2024-06-13,9663.86,40338132,0.002681048597118485,3.700679262437219,0.08946856214005279,True,False,False
PX1,TUNINDEX,2024-10-02,9970.8,143821089,-0.0020767548578548567,5.529852453338741,-0.2512389357352929,True,False,False
PX1,TUNINDEX,2024-12-20,9884.5,30430779,-0.0008167737839875899,3.1866302432433398,-0.09561874148916294,True,False,False
PX1,TUNINDEX,2025-01-29,10226.66,16980183,0.003562190148336253,3.0264471084934783,0.298478219152545,True,False,False
PX1,TUNINDEX,2025-07-11,11746.15,34252680,0.0040079458017001635,3.7620404385056028,0.3008259453218513,True,False,False
PX1,TUNINDEX,2025-10-28,12500.07,29057246,-0.00032229428747376776,3.89523111089794,-0.12029496394101964,True,False,False
SAH,SAH,2021-09-17,9.488889079419758,12661,0.03389830508474567,0.5363347033249557,3.466359207215891,False,True,False
SAH,SAH,2021-10-22,8.788889065364204,79224,-0.034188034188033956,1.8551704294881535,-3.111396399132942,False,True,False
SAH,SAH,2021-10-26,9.092222404788275,29781,0.04468275245755127,1.047889834309533,4.348098649944961,False,True,False
SAH,SAH,2022-09-01,8.166666830648152,503258,0.02689486552567244,3.011382699323212,2.4531892543705314,True,False,False
SAH,SAH,2022-09-06,8.604166839432873,264029,0.04117647058823515,2.511270386801182,3.566268270171674,False,True,False
SAH,SAH,2022-11-21,8.798611287781641,33933,-0.03415154749199545,-0.18626646345416073,-3.086496714972651,False,True,False
SAH,SAH,2023-03-24,9.226389074148926,135041,0.04630650496141153,1.2514111531174752,4.734354015656472,False,True,False
SAH,SAH,2023-06-19,9.527777969089511,660315,-0.004065040650406471,3.061794994947193,-0.539557594446085,True,False,False
SAH,SAH,2023-07-11,8.75000017569445,649553,-0.05660377358490576,3.504392147427226,-5.580636421662497,True,True,True
SAH,SAH,2023-07-12,8.944444624043214,526456,0.022222222222222143,3.0084324857280933,2.3829960617982557,True,False,False
SAH,SAH,2023-10-19,8.21,932262,-0.010843373493975905,4.122226056127423,-0.999170278750623,True,False,False
SAH,SAH,2023-11-01,7.78,891871,-0.008917197452229186,3.4944368389319282,-0.7428633485003705,True,False,False
SAH,SAH,2023-11-08,8.1,2011272,0.018867924528301883,3.676271337575892,1.9986926499102733,True,False,False
SAH,SAH,2023-11-09,8.38,39769,0.0345679012345681,0.7299627469834545,3.533331416589099,False,True,False
SAH,SAH,2024-05-15,8.16,142103,-0.004878048780487698,3.131767503073077,-0.4065010034637255,True,False,False
SAH,SAH,2024-06-05,8.25,305394,0.0060975609756097615,3.690806044975704,0.6853059634626549,True,False,False
SAH,SAH,2024-07-02,9.0,1185210,0.015801354401805856,4.378119673429409,1.4784936616873716,True,False,False
SAH,SAH,2024-07-08,8.8,50956,-0.03296703296703285,0.7767443996726159,-3.439765783100121,False,True,False
SAH,SAH,2024-07-17,10.0,119009,0.03950103950103956,1.5164492308972668,3.3914470963724264,False,True,False
SAH,SAH,2024-12-13,10.07,203904,0.005994005994006013,3.1293259918206635,0.5474788114832602,True,False,False
SAH,SAH,2025-02-18,10.74,83749,0.04985337243401755,2.2376111605017446,4.962453190803205,False,True,False
SAH,SAH,2025-03-12,11.15,67145,0.03432282003710574,1.7682217729744645,3.3044033161067126,False,True,False
SAH,SAH,2025-06-03,12.75,55195,0.04593929450369161,0.9476770455461141,3.9264913631597786,False,True,False
SAH,SAH,2025-09-02,12.4,212535,-0.007205764611689314,3.4040335258790213,-0.6334571818249471,True,False,False
SAH,SAH,2026-01-15,14.74,64291,0.046875,0.879704571972252,4.445139845398121,False,True,False
SAH,SAH,2026-03-10,13.93,31732,0.03955223880597014,0.4340402556548384,3.4295741309836725,False,True,False
SAH,SAH,2026-04-13,13.7,1431599,-0.019327129563350143,6.938180304728649,-1.452315988710328,True,False,False
SAM,MEUBLES INTERIEURS,2021-07-30,3.0,935,-0.07692307692307687,-1.3252884177649256,-4.36353716630697,False,True,False
SAM,MEUBLES INTERIEURS,2022-04-21,3.02,33796,-0.05625000000000002,2.1786611184056697,-4.413164779138582,False,True,False
SAM,MEUBLES INTERIEURS,2022-07-05,3.04,2615,0.05555555555555558,1.021542466594406,3.7360280869764773,False,True,False
SAM,MEUBLES INTERIEURS,2022-08-01,2.85,5403,-0.04999999999999993,1.3258063170117946,-3.6094967729798872,False,True,False
SAM,MEUBLES INTERIEURS,2022-10-06,3.18,34860,0.06000000000000005,1.9109820696982533,4.412645391944429,False,True,False
SAM,MEUBLES INTERIEURS,2023-04-14,3.07,95247,0.05862068965517242,2.2340993675326226,4.03972119226832,False,True,False
SAM,MEUBLES INTERIEURS,2023-04-20,3.69,177726,0.2019543973941369,2.4535750872515214,12.179589193887812,False,True,False
SAM,MEUBLES INTERIEURS,2023-07-31,3.8,3556,-0.07317073170731703,-0.4126033412975269,-7.452379498581616,False,True,False
SAM,MEUBLES INTERIEURS,2023-11-10,4.16,18488,0.040000000000000036,1.0371289331360505,3.8342027518913535,False,True,False
SAM,MEUBLES INTERIEURS,2024-04-22,5.5,34540,0.037735849056603765,1.8291056306336029,3.557514549721237,False,True,False
SAM,MEUBLES INTERIEURS,2024-05-23,5.93,3886,0.04035087719298236,-0.22708469050841948,3.86229603541644,False,True,False
SAM,MEUBLES INTERIEURS,2024-05-24,5.63,36212,-0.050590219224283306,1.6514103165518244,-4.723153087374472,False,True,False
SAM,MEUBLES INTERIEURS,2024-07-31,5.82,4333,-0.0877742946708463,0.19799995513985513,-5.882452038784688,False,True,False
SAM,MEUBLES INTERIEURS,2025-01-21,5.86,30382,-0.03300330033003285,2.3909577374759143,-3.362337021012808,False,True,False
SAM,MEUBLES INTERIEURS,2025-02-26,6.23,19331,0.05236486486486491,1.6895109051339294,5.21860169807167,False,True,False
SAM,MEUBLES INTERIEURS,2025-02-27,6.57,45541,0.054574638844301804,2.545972618622066,4.856153058383308,False,True,False
SAM,MEUBLES INTERIEURS,2025-07-03,6.5,1820,0.050080775444264924,0.02438947301234073,3.8782948247299576,False,True,False
SAM,MEUBLES INTERIEURS,2025-08-29,6.44,1966,-0.045925925925925815,0.5107171047342854,-4.562394566850763,False,True,False
SAM,MEUBLES INTERIEURS,2025-09-17,6.02,13210,-0.05937500000000007,2.074317162525709,-5.332782349559065,False,True,False
SAM,MEUBLES INTERIEURS,2025-10-23,5.5,4843,-0.04844290657439454,1.308408353092274,-3.781342242542448,False,True,False
SAM,MEUBLES INTERIEURS,2025-11-24,5.2,662,-0.07142857142857129,-0.23925922323368404,-4.734280924552699,False,True,False
SAM,MEUBLES INTERIEURS,2026-02-20,4.9,20796,0.053763440860215006,0.951404073716791,3.211365532533966,False,True,False
SAM,MEUBLES INTERIEURS,2026-05-19,5.1,34041,0.05590062111801242,1.6520694043202206,3.639062484794717,False,True,False
SAM,MEUBLES INTERIEURS,2026-06-01,5.86,19961,0.05395683453237421,1.1183834909587131,3.5977573255255,False,True,False
SAM,MEUBLES INTERIEURS,2026-06-09,5.51,819,-0.04835924006908465,-1.153457496417594,-3.2261256760947394,False,True,False
SCB,CIMENTS DE BIZERTE,2022-04-12,1.7,119,0.08974358974358965,-0.8134996274121133,3.703348714975782,False,True,False
SCB,CIMENTS DE BIZERTE,2022-04-22,1.56,109,-0.08235294117647052,-0.8770831924104168,-3.4997753264336677,False,True,False
SCB,CIMENTS DE BIZERTE,2022-05-11,1.58,30,-0.08139534883720922,-1.4474483910479805,-3.13276853844351,False,True,False
SCB,CIMENTS DE BIZERTE,2022-05-16,1.66,1,0.0993377483443707,-2.8325708342583837,3.139953066444938,False,True,False
SCB,CIMENTS DE BIZERTE,2022-05-19,1.5,1000,-0.09638554216867468,0.44182662494192326,-3.0209143600731467,False,True,False
SCB,CIMENTS DE BIZERTE,2024-04-17,0.54,15,0.08000000000000007,-1.0074965293424936,3.776136473763569,False,True,False
SCB,CIMENTS DE BIZERTE,2024-04-19,0.58,69,0.07407407407407396,-0.3194946827828045,3.102166808040179,False,True,False
SCB,CIMENTS DE BIZERTE,2024-08-28,0.53,2689,-0.20895522388059706,1.2290909001186092,-6.446734071697638,False,True,False
SCB,CIMENTS DE BIZERTE,2025-01-29,0.41,554,0.10810810810810811,0.11618987823828848,3.352863654475978,False,True,False
SCB,CIMENTS DE BIZERTE,2025-05-20,0.48,7111,-0.1724137931034483,1.2027526452869592,-4.7432501185327345,False,True,False
SCB,CIMENTS DE BIZERTE,2025-07-09,0.45,11538,-0.21052631578947356,1.3180391262933782,-4.87603082931436,False,True,False
SCB,CIMENTS DE BIZERTE,2026-03-23,0.53,21184,0.10416666666666674,1.6029491168177987,3.008006242405697,False,True,False
SCB,CIMENTS DE BIZERTE,2026-03-26,0.59,34108,0.1132075471698113,1.7846969597498519,3.003952847582391,False,True,False
SCB,CIMENTS DE BIZERTE,2026-04-16,0.73,50580,-0.17045454545454553,1.7650999319380336,-4.5475469303241605,False,True,False
SERVI,SERVICOM,2021-09-15,2.18,19163,0.13541666666666674,1.2101499676781764,8.731496608236228,False,True,False
SERVI,SERVICOM,2022-04-13,1.13,4222,-0.08130081300813019,-0.005955301433908314,-3.161199529826564,False,True,False
SERVI,SERVICOM,2022-04-15,1.23,2500,0.08849557522123908,-0.35937377712681534,3.2289328741554524,False,True,False
SERVI,SERVICOM,2022-06-09,1.04,11892,0.15555555555555567,0.7381543347979002,3.975832505841807,False,True,False
SERVI,SERVICOM,2022-10-05,0.37,105042,-0.15909090909090906,1.790416016438082,-3.12658470618056,False,True,False
SERVI,SERVICOM,2023-08-25,0.23,11685,-0.23333333333333328,0.36797316725189394,-5.069928162544139,False,True,False
SFBT,SFBT,2022-05-11,15.43,69926,-0.059146341463414576,1.924999660654283,-5.7664372104165995,False,True,False
SFBT,SFBT,2022-05-12,16.1,24340,0.0434219053791316,0.7938174070850577,4.52291613082443,False,True,False
SFBT,SFBT,2022-09-23,15.74,105845,-0.008816120906801062,3.5824254278474608,-0.9022526004191989,True,False,False
SFBT,SFBT,2022-11-22,13.4,197656,0.001494768310911887,3.6907065102392043,0.43897469403424,True,False,False
SFBT,SFBT,2023-04-18,13.6,11789,0.03816793893129766,0.32757675721229734,4.10886108130734,False,True,False
SFBT,SFBT,2023-04-28,12.99,1256768,-0.0007692307692307443,4.646412841291965,0.19760756797747203,True,False,False
SFBT,SFBT,2023-05-02,13.2,2485094,0.016166281755196188,4.476056578974914,1.8692445842036303,True,False,False
SFBT,SFBT,2023-05-03,13.86,52550,0.050000000000000044,1.1872566508280635,5.213445686311744,False,True,False
SFBT,SFBT,2023-05-25,14.8,60584,0.04964539007092217,1.428171110561714,4.287130845759529,False,True,False
SFBT,SFBT,2023-05-31,13.78,4370,-0.05096418732782371,-0.5405301852049276,-3.7738152428785954,False,True,False
SFBT,SFBT,2023-09-05,14.44,85380,0.046376811594202705,2.2705517912763065,4.692942635388471,False,True,False
SFBT,SFBT,2023-09-12,13.8,17118,-0.03361344537815114,0.5827637486413162,-3.1226569353862152,False,True,False
SFBT,SFBT,2024-03-07,13.15,89626,0.04365079365079372,1.767712755678287,4.57533544857206,False,True,False
SFBT,SFBT,2024-03-21,14.7,39075,0.042553191489361764,1.2977345938237324,3.8332077399966047,False,True,False
SFBT,SFBT,2024-05-28,13.5,35390,-0.06639004149377603,1.2309227042437176,-5.629111502333681,False,True,False
SFBT,SFBT,2024-05-31,12.7,9030,-0.055762081784386575,-0.5254359535131454,-3.7883878686789862,False,True,False
SFBT,SFBT,2024-07-09,12.48,146031,-0.005577689243027928,3.575137373489129,-0.22088676105221167,True,False,False
SFBT,SFBT,2024-08-22,12.19,973709,-0.0008196721311475308,4.097390156751871,0.10317162341901531,True,False,False
SFBT,SFBT,2025-02-27,12.0,173384,0.007556675062972307,3.4672500032819675,0.7494460040245876,True,False,False
SFBT,SFBT,2025-03-27,11.95,139593,0.00929054054054057,3.0640521754777827,0.9011069207226956,True,False,False
SFBT,SFBT,2025-05-30,11.7,150176,-0.06400000000000006,1.9490382696444437,-6.4831980261715225,False,True,False
