symbole,ticker_name,date,cloture,volume,daily_return,volume_zscore,return_zscore,volume_anomaly,price_anomaly,combined_anomaly,status,matched_headline,matched_news_date,gap_days,category,source,priority,baseline_volume,recent_volume,decline_ratio,last_active_date,days_since_active,index_return,index_return_zscore,co_flagged_count,excess_return,tag
TGH,TAWASOL,2025-11-27,0.68,102830.0,0.0967741935483872,3.4049415847033067,5.447294000266911,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0016497255276762823,-0.8970211778029892,1.0,0.09842391907606349,COMPANY_SPECIFIC
TLNET,TELNET HOLDING,2022-09-12,7.43,16150.0,-0.059493670886076,3.0384123278214363,-5.1552619290952615,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0019216934313689427,-1.0368458501115079,5.0,-0.05757197745470706,MARKET_WIDE
TLNET,TELNET HOLDING,2023-09-13,6.5,11450.0,-0.0427098674521354,3.0541221365276523,-3.9949419774692303,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0023237103856820207,-0.957863120139906,1.0,-0.040386157066453376,COMPANY_SPECIFIC
TLNET,TELNET HOLDING,2026-03-27,7.39,83844.0,0.0572246065808297,8.759195671837078,3.9991280589179774,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.004218641047493588,-0.9436191768420608,5.0,0.06144324762832329,MARKET_WIDE
TLNET,TELNET HOLDING,2026-03-30,7.83,230819.0,0.0595399188092016,16.6190260726438,3.638031652337258,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0018200019970096015,-0.5785497087955553,2.0,0.0613599208062112,COMPANY_SPECIFIC
TLS,TUNISIE LEASING & FACTORING,2025-12-19,32.3,45397.0,0.0453074433656957,7.704975837234257,3.115342448537292,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0021572916761216643,0.32831200179126424,7.0,0.043150151689574034,MARKET_WIDE
TPR,TPR,2026-05-15,15.62,191165.0,0.0597014925373133,4.911025567243269,3.450869243419532,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.009302595634363975,1.1228878339654018,3.0,0.050398896902949325,MARKET_WIDE
TRE,TUNIS RE,2025-05-16,8.0,53381.0,-0.0476190476190476,8.772402358321875,-3.31413618787468,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0023204005558372653,0.16278174551081123,1.0,-0.04993944817488487,COMPANY_SPECIFIC
UADH,UADH,2022-06-01,0.65,220601.0,0.5853658536585367,6.202786296196493,7.375676312768003,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0006818489901043723,-0.06918973406902748,1.0,0.5846840046684323,COMPANY_SPECIFIC
UADH,UADH,2025-07-04,0.53,47234.0,0.1276595744680853,3.061386955004905,3.274290845767467,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.004854871701923891,1.0310005612998288,3.0,0.1228047027661614,MARKET_WIDE
