ticker_name,symbole,date,ouverture,haut,bas,cloture,volume
SERVICOM,SERVI,2021-06-17,1.91,2.04,1.91,2.0,6391
SERVICOM,SERVI,2021-06-18,1.95,2.0,1.95,2.0,7365
SERVICOM,SERVI,2021-06-21,2.0,2.06,2.0,2.05,27662
SERVICOM,SERVI,2021-06-22,2.07,2.1,2.05,2.08,28707
SERVICOM,SERVI,2021-06-23,2.08,2.1,2.03,2.08,1822
SERVICOM,SERVI,2021-06-24,2.1,2.11,2.05,2.05,9142
SERVICOM,SERVI,2021-06-25,2.09,2.09,2.03,2.03,11123
SERVICOM,SERVI,2021-06-28,2.07,2.07,1.97,2.0,16615
SERVICOM,SERVI,2021-06-29,2.0,2.05,1.99,2.02,9673
SERVICOM,SERVI,2021-06-30,2.07,2.07,2.01,2.01,6697
SERVICOM,SERVI,2021-07-01,2.04,2.04,2.04,2.04,152
SERVICOM,SERVI,2021-07-02,2.04,2.04,2.04,2.04,227
SERVICOM,SERVI,2021-07-05,2.01,2.01,2.01,2.01,552
SERVICOM,SERVI,2021-07-07,1.96,1.96,1.96,1.96,100
SERVICOM,SERVI,2021-07-08,2.0,2.0,2.0,2.0,180
SERVICOM,SERVI,2021-07-09,1.99,1.99,1.99,1.99,1100
SERVICOM,SERVI,2021-07-12,1.94,1.94,1.94,1.94,60
SERVICOM,SERVI,2021-07-13,1.9,1.9,1.9,1.9,8212
SERVICOM,SERVI,2021-07-14,1.95,1.95,1.95,1.95,2905
SERVICOM,SERVI,2021-07-15,1.95,1.95,1.95,1.95,999
SERVICOM,SERVI,2021-07-16,1.95,1.95,1.95,1.95,4562
SERVICOM,SERVI,2021-07-19,1.95,1.95,1.95,1.95,3114
SERVICOM,SERVI,2021-07-22,1.91,1.91,1.91,1.91,1403
SERVICOM,SERVI,2021-07-23,1.91,1.91,1.91,1.91,3347
SERVICOM,SERVI,2021-07-26,1.95,1.95,1.95,1.95,825
SERVICOM,SERVI,2021-07-27,1.94,1.94,1.94,1.94,745
SERVICOM,SERVI,2021-07-28,1.95,1.95,1.95,1.95,3786
SERVICOM,SERVI,2021-07-30,2.0,2.0,2.0,2.0,8822
SERVICOM,SERVI,2021-08-02,2.02,2.02,2.02,2.02,261
SERVICOM,SERVI,2021-08-03,2.06,2.06,2.06,2.06,2961
SERVICOM,SERVI,2021-08-04,2.1,2.1,2.1,2.1,6753
SERVICOM,SERVI,2021-08-05,2.04,2.04,2.04,2.04,1724
SERVICOM,SERVI,2021-08-06,2.04,2.04,2.04,2.04,2851
SERVICOM,SERVI,2021-08-09,2.04,2.04,2.04,2.04,1301
SERVICOM,SERVI,2021-08-11,2.01,2.01,2.01,2.01,400
SERVICOM,SERVI,2021-08-12,2.01,2.01,2.01,2.01,730
SERVICOM,SERVI,2021-08-16,2.0,2.0,2.0,2.0,2400
SERVICOM,SERVI,2021-08-17,2.0,2.0,2.0,2.0,8729
SERVICOM,SERVI,2021-08-18,2.03,2.03,2.03,2.03,725
SERVICOM,SERVI,2021-08-19,1.98,1.98,1.98,1.98,5641
SERVICOM,SERVI,2021-08-20,1.97,1.97,1.97,1.97,5596
SERVICOM,SERVI,2021-08-23,1.96,1.96,1.96,1.96,12543
SERVICOM,SERVI,2021-08-24,1.96,1.96,1.96,1.96,54000
SERVICOM,SERVI,2021-08-25,1.96,1.96,1.96,1.96,32500
SERVICOM,SERVI,2021-08-27,1.97,1.97,1.97,1.97,16920
SERVICOM,SERVI,2021-08-31,2.05,2.05,2.05,2.05,1585
SERVICOM,SERVI,2021-09-01,2.05,2.05,2.05,2.05,3607
SERVICOM,SERVI,2021-09-02,2.05,2.05,2.05,2.05,2501
SERVICOM,SERVI,2021-09-03,1.97,1.97,1.97,1.97,1200
SERVICOM,SERVI,2021-09-06,1.95,1.95,1.95,1.95,9000
SERVICOM,SERVI,2021-09-07,1.92,1.92,1.92,1.92,13767
SERVICOM,SERVI,2021-09-08,1.92,1.92,1.92,1.92,7352
SERVICOM,SERVI,2021-09-09,1.92,1.92,1.92,1.92,4770
SERVICOM,SERVI,2021-09-10,1.92,1.92,1.92,1.92,21164
SERVICOM,SERVI,2021-09-15,2.18,2.18,2.18,2.18,19163
